frame,time_s,angle_deg,tip_x,tip_y,base_x,base_y,base_dir_deg,tip_dir_deg,n_skeleton,mid_x,mid_y,needle_len
2334,77.7222,16.726,497.04,262.87,847.00,299.00,-180.000,163.274,457,497.04,262.87,55.94
2335,77.7555,16.726,497.04,262.87,847.00,299.00,-180.000,163.274,456,497.04,262.87,55.94
2336,77.7888,16.200,498.44,262.87,847.00,299.00,-180.000,163.800,463,498.44,262.87,61.00
2337,77.8221,16.200,498.44,262.87,847.00,299.00,-180.000,163.800,452,498.44,262.87,61.00
2338,77.8554,64.163,563.21,260.60,847.00,299.00,-180.000,-115.837,472,563.21,260.60,14.32
2339,77.8887,64.163,563.21,260.60,847.00,299.00,-180.000,-115.837,474,563.21,260.60,14.32
2340,77.9220,14.626,499.63,263.24,847.00,299.00,-180.000,165.374,438,499.63,263.24,60.67
2341,77.9553,15.602,497.60,263.00,847.00,299.00,-180.000,164.398,459,497.60,263.00,58.78
2342,77.9886,38.767,481.01,257.61,847.00,299.00,-180.000,141.233,477,481.01,257.61,26.39
2343,78.0219,44.418,478.98,255.05,847.00,299.00,-180.000,135.582,471,478.98,255.05,32.53
2344,78.0552,44.464,478.96,255.06,847.00,299.00,-180.000,135.536,484,478.96,255.06,32.53
2345,78.0885,44.475,478.98,255.05,847.00,299.00,-180.000,135.525,473,478.98,255.05,32.53
2346,78.1218,21.227,494.92,261.15,847.00,299.00,-180.000,158.773,454,494.92,261.15,62.18
2347,78.1551,15.984,505.88,264.41,847.00,299.00,-180.000,164.016,470,505.88,264.41,40.11
2348,78.1884,15.956,497.07,263.01,847.00,299.00,-180.000,164.044,448,497.07,263.01,57.83
2349,78.2217,15.956,497.07,263.01,847.00,299.00,-180.000,164.044,448,497.07,263.01,57.83
2350,78.2550,15.956,497.07,263.01,847.00,299.00,-180.000,164.044,447,497.07,263.01,57.83
2351,78.2883,14.623,498.63,263.26,847.00,299.00,-180.000,165.377,452,498.63,263.26,60.67
2352,78.3216,13.893,499.25,263.54,847.00,298.50,-180.000,166.107,436,499.25,263.54,59.41
2353,78.3549,13.933,499.25,263.52,847.00,299.00,-180.000,166.067,455,499.25,263.52,59.42
2354,78.3882,14.017,499.25,263.50,847.00,299.00,-180.000,165.983,442,499.25,263.50,59.42
2355,78.4215,14.718,498.63,263.23,847.00,299.00,-180.000,165.282,469,498.63,263.23,60.67
2356,78.4548,20.710,494.67,261.67,847.00,299.00,-180.000,159.290,457,494.67,261.67,58.64
2357,78.4881,15.863,497.07,263.05,847.00,299.50,-180.000,164.137,439,497.07,263.05,57.83
2358,78.5214,15.725,497.08,263.04,847.00,299.00,-180.000,164.275,451,497.08,263.04,57.82
2359,78.5547,15.783,497.53,263.20,847.00,299.00,-180.000,164.217,465,497.53,263.20,56.86
2360,78.5880,15.554,497.08,263.10,847.00,299.50,-180.000,164.446,456,497.08,263.10,57.81
2361,78.6213,14.407,498.63,263.33,847.00,299.50,-180.000,165.593,467,498.63,263.33,60.65
2362,78.6546,18.289,496.89,262.39,847.00,299.50,-180.000,161.711,446,496.89,262.39,60.08
2363,78.6879,15.314,498.05,263.28,847.00,299.50,-180.000,164.686,441,498.05,263.28,57.80
2364,78.7212,15.478,498.05,263.24,847.00,299.50,-180.000,164.522,441,498.05,263.24,57.81
2365,78.7545,15.478,498.05,263.24,847.00,299.50,-180.000,164.522,438,498.05,263.24,57.81
2366,78.7878,18.275,497.42,262.29,847.00,299.50,-180.000,161.725,453,497.42,262.29,61.02
2367,78.8211,20.762,495.84,261.53,847.00,299.50,-180.000,159.238,468,495.84,261.53,62.16
2368,78.8544,15.562,498.08,263.11,847.00,299.50,-180.000,164.438,478,498.08,263.11,57.81
2369,78.8877,20.059,495.18,261.85,847.00,299.50,-180.000,159.941,473,495.18,261.85,59.55
2370,78.9210,41.700,481.04,257.14,847.00,299.50,-180.000,138.300,456,481.04,257.14,33.97
2371,78.9543,43.461,480.69,256.41,847.00,299.50,-180.000,136.539,458,480.69,256.41,35.34
2372,78.9876,18.828,497.97,261.91,847.00,299.50,-180.000,161.172,444,497.97,261.91,65.80
2373,79.0209,18.860,497.97,261.90,847.00,299.50,-180.000,161.140,457,497.97,261.90,65.81
2374,79.0542,18.815,497.97,261.92,847.00,299.50,-180.000,161.185,445,497.97,261.92,65.80
2375,79.0875,43.758,480.64,256.45,847.00,299.50,-180.000,136.242,444,480.64,256.45,35.35
2376,79.1208,41.839,480.99,257.18,847.00,299.50,-180.000,138.161,442,480.99,257.18,33.97
2377,79.1541,13.075,500.37,263.88,847.00,299.50,-180.000,166.925,465,500.37,263.88,61.54
2378,79.1874,39.009,482.71,258.98,847.00,300.00,-180.000,140.991,470,482.71,258.98,29.20
2379,79.2207,13.135,500.36,263.90,847.00,300.00,-180.000,166.865,489,500.36,263.90,61.55
2380,79.2540,13.148,500.37,263.83,847.00,299.50,-180.000,166.852,458,500.37,263.83,61.55
2381,79.2873,13.252,499.77,263.73,847.00,299.50,-180.000,166.748,439,499.77,263.73,60.35
2382,79.3206,15.540,498.13,262.94,847.00,300.00,-180.000,164.460,458,498.13,262.94,64.13
2383,79.3539,14.245,498.71,263.57,847.00,300.00,-180.000,165.755,497,498.71,263.57,58.46
2384,79.3872,14.141,498.72,263.59,847.00,300.00,-180.000,165.859,477,498.72,263.59,58.46
2385,79.4205,14.141,498.72,263.59,847.00,300.00,-180.000,165.859,477,498.72,263.59,58.46
2386,79.4538,12.309,501.31,263.97,847.00,300.00,-180.000,167.691,459,501.31,263.97,63.22
2387,79.4871,17.356,499.19,262.39,847.00,300.00,-180.000,162.644,466,499.19,262.39,67.29
2388,79.5204,14.698,500.18,263.52,847.00,300.00,-180.000,165.302,472,500.18,263.52,61.89
2389,79.5537,14.496,499.60,263.42,847.00,300.00,-180.000,165.504,471,499.60,263.42,63.10
2390,79.5870,14.605,500.20,263.49,847.00,300.00,-180.000,165.395,488,500.20,263.49,61.88
2391,79.6203,14.816,499.10,263.29,847.00,300.00,-180.000,165.184,488,499.10,263.29,62.15
2392,79.6536,14.510,499.61,263.37,847.00,300.00,-180.000,165.490,480,499.61,263.37,63.10
2393,79.6869,14.060,500.49,263.53,847.00,299.50,-180.000,165.940,495,500.49,263.53,64.76
2394,79.7202,19.619,496.97,262.61,847.00,300.00,-180.000,160.381,462,496.97,262.61,63.97
2395,79.7535,20.185,496.44,262.46,847.00,300.00,-180.000,159.815,462,496.44,262.46,63.06
2396,79.7868,20.132,496.44,262.47,847.00,300.00,-180.000,159.868,447,496.44,262.47,63.06
2397,79.8201,20.217,496.44,262.46,847.00,300.00,-180.000,159.783,448,496.44,262.46,63.07
2398,79.8534,20.486,496.38,262.52,847.00,300.00,-180.000,159.514,460,496.38,262.52,63.08
2399,79.8867,20.470,496.37,262.54,847.00,300.00,-180.000,159.530,460,496.37,262.54,63.08
2400,79.9200,19.939,496.29,262.10,847.00,300.00,-180.000,160.061,443,496.29,262.10,59.89
2401,79.9533,20.574,495.09,261.93,847.00,300.00,-180.000,159.426,444,495.09,261.93,57.70
2402,79.9866,20.796,495.08,261.86,847.00,300.00,-180.000,159.204,443,495.08,261.86,57.71
2403,80.0199,20.583,495.08,261.94,847.00,300.00,-180.000,159.417,443,495.08,261.94,57.70
2404,80.0532,20.675,495.08,261.92,847.00,300.00,-180.000,159.325,457,495.08,261.92,57.71
2405,80.0865,20.643,495.23,262.02,847.00,300.00,-180.000,159.357,457,495.23,262.02,58.06
2406,80.1198,59.871,561.67,262.60,847.00,300.00,-180.000,-120.129,462,561.67,262.60,15.76
2407,80.1531,20.455,495.75,262.03,847.00,300.00,-180.000,159.545,457,495.75,262.03,58.98
2408,80.1864,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,457,495.75,262.07,58.98
2409,80.2197,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,457,495.75,262.07,58.98
2410,80.2530,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,457,495.75,262.07,58.98
2411,80.2863,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,457,495.75,262.07,58.98
2412,80.3196,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,458,495.75,262.07,58.98
2413,80.3529,20.455,495.75,262.03,847.00,300.00,-180.000,159.545,457,495.75,262.03,58.98
2414,80.3862,20.356,495.75,262.07,847.00,300.00,-180.000,159.644,439,495.75,262.07,58.98
2415,80.4195,19.098,497.31,262.33,847.00,300.00,-180.000,160.902,462,497.31,262.33,61.72
2416,80.4528,19.040,497.31,262.35,847.00,300.00,-180.000,160.960,462,497.31,262.35,61.71
2417,80.4861,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,458,497.83,262.44,62.63
2418,80.5194,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,459,497.83,262.44,62.63
2419,80.5527,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,491,497.83,262.44,62.63
2420,80.5860,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,492,497.83,262.44,62.63
2421,80.6193,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,492,497.83,262.44,62.63
2422,80.6526,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,493,497.83,262.44,62.63
2423,80.6859,18.632,497.83,262.44,847.00,300.00,-180.000,161.368,494,497.83,262.44,62.63
2424,80.7192,19.350,497.18,262.11,847.00,300.00,-180.000,160.650,482,497.18,262.11,63.95
2425,80.7525,14.730,499.62,263.75,847.00,300.00,-180.000,165.270,475,499.62,263.75,58.99
2426,80.7858,41.619,482.05,259.07,847.00,300.00,-180.000,138.381,481,482.05,259.07,26.91
2427,80.8191,42.197,481.54,258.56,847.00,300.00,-180.000,137.803,480,481.54,258.56,25.49
2428,80.8524,41.787,481.60,258.51,847.00,300.00,-180.000,138.213,475,481.60,258.51,25.50
2429,80.8857,41.528,481.62,258.49,847.00,300.00,-180.000,138.472,478,481.62,258.49,25.49
2430,80.9190,41.811,481.64,258.46,847.00,300.00,-180.000,138.189,457,481.64,258.46,25.50
2431,80.9523,15.810,498.90,264.17,847.00,300.00,-180.000,164.190,457,498.90,264.17,58.10
2432,80.9856,16.175,498.37,264.11,847.00,300.00,-180.000,163.825,462,498.37,264.11,57.16
2433,81.0189,15.461,499.10,263.57,847.00,300.00,-180.000,164.539,474,499.10,263.57,58.07
2434,81.0522,16.579,498.38,263.94,847.00,300.00,-180.000,163.421,474,498.38,263.94,57.18
2435,81.0855,15.110,499.61,263.65,847.00,300.00,-180.000,164.890,463,499.61,263.65,59.02
2436,81.1188,3.809,499.26,268.37,847.00,300.00,-180.000,-176.191,474,499.26,268.37,55.41
2437,81.1521,15.147,499.11,263.65,847.00,300.00,-180.000,164.853,458,499.11,263.65,58.05
2438,81.1854,15.403,499.26,263.50,847.00,300.00,-180.000,164.597,499,499.26,263.50,57.81
2439,81.2187,37.242,483.01,258.80,847.00,300.00,-180.000,142.758,506,483.01,258.80,27.80
2440,81.2520,41.607,481.95,257.24,847.00,300.00,-180.000,138.393,509,481.95,257.24,31.14
2441,81.2853,17.125,498.30,263.00,847.00,300.00,-180.000,162.875,444,498.30,263.00,59.70
2442,81.3186,17.103,498.30,263.03,847.00,300.00,-180.000,162.897,442,498.30,263.03,59.70
2443,81.3519,43.868,481.34,257.23,847.00,300.00,-180.000,136.132,464,481.34,257.23,30.41
2444,81.3852,18.383,497.95,262.68,847.00,300.00,-180.000,161.617,451,497.95,262.68,60.40
2445,81.4185,18.509,497.98,262.54,847.00,300.00,-180.000,161.491,486,497.98,262.54,60.40
2446,81.4518,18.509,497.98,262.54,847.00,300.00,-180.000,161.491,469,497.98,262.54,60.40
2447,81.4851,18.257,497.96,262.69,847.00,300.00,-180.000,161.743,443,497.96,262.69,60.39
2448,81.5184,18.419,497.96,262.64,847.00,300.00,-180.000,161.581,442,497.96,262.64,60.40
2449,81.5517,18.231,497.96,262.71,847.00,300.00,-180.000,161.769,431,497.96,262.71,60.38
2450,81.5850,18.539,497.97,262.55,847.00,300.00,-180.000,161.461,449,497.97,262.55,60.41
2451,81.6183,18.507,497.98,262.53,847.00,300.00,-180.000,161.493,447,497.98,262.53,60.40
2452,81.6516,18.507,497.98,262.53,847.00,300.00,-180.000,161.493,448,497.98,262.53,60.40
2453,81.6849,20.685,495.22,262.04,847.00,300.00,-180.000,159.315,458,495.22,262.04,55.48
2454,81.7182,13.490,501.11,263.81,847.00,300.00,-180.000,166.510,460,501.11,263.81,61.57
2455,81.7515,16.234,499.84,263.19,847.00,300.00,-180.000,163.766,461,499.84,263.19,60.04
2456,81.7848,17.617,498.75,263.01,847.00,300.00,-180.000,162.383,459,498.75,263.01,58.78
2457,81.8181,18.359,497.98,262.59,847.00,299.50,-180.000,161.641,446,497.98,262.59,60.39
2458,81.8514,19.060,497.32,262.32,847.00,299.50,-180.000,160.940,483,497.32,262.32,61.71
2459,81.8847,18.702,497.84,262.37,847.00,299.50,-180.000,161.298,473,497.84,262.37,62.63
2460,81.9180,17.617,499.01,262.76,847.00,299.50,-180.000,162.383,492,499.01,262.76,62.24
2461,81.9513,18.512,498.36,262.39,847.00,299.50,-180.000,161.488,480,498.36,262.39,63.57
2462,81.9846,20.504,495.62,261.86,847.00,300.00,-180.000,159.496,486,495.62,261.86,58.64
2463,82.0179,20.597,495.78,261.92,847.00,300.00,-180.000,159.403,462,495.78,261.92,58.99
2464,82.0512,20.167,496.29,262.01,847.00,300.00,-180.000,159.833,433,496.29,262.01,59.90
2465,82.0845,19.983,496.30,262.06,847.00,299.50,-180.000,160.017,430,496.30,262.06,59.89
2466,82.1178,20.380,495.78,261.97,847.00,300.00,-180.000,159.620,438,495.78,261.97,58.98
2467,82.1511,28.026,489.41,260.38,847.00,299.50,-180.000,151.974,456,489.41,260.38,47.88
2468,82.1844,18.323,498.36,262.47,847.00,300.00,-180.000,161.677,471,498.36,262.47,63.55
2469,82.2177,18.315,498.36,262.47,847.00,300.00,-180.000,161.685,446,498.36,262.47,63.55
2470,82.2510,17.920,498.89,262.53,847.00,299.50,-180.000,162.080,468,498.89,262.53,64.47
2471,82.2843,17.934,498.87,262.58,847.00,299.50,-180.000,162.066,479,498.87,262.58,64.47
2472,82.3176,18.298,498.35,262.50,847.00,300.00,-180.000,161.702,445,498.35,262.50,63.55
2473,82.3509,45.329,481.10,256.89,847.00,300.00,-180.000,134.671,443,481.10,256.89,32.53
2474,82.3842,15.431,500.33,263.55,847.00,300.00,-180.000,164.569,413,500.33,263.55,61.50
2475,82.4175,17.898,498.83,262.71,847.00,300.00,-180.000,162.102,431,498.83,262.71,64.47
2476,82.4508,21.378,494.55,261.75,847.00,300.00,-180.000,158.622,468,494.55,261.75,56.81
2477,82.4841,16.053,499.82,263.35,847.00,300.50,-180.000,163.947,453,499.82,263.35,60.58
2478,82.5174,18.376,498.34,262.51,847.00,300.50,-180.000,161.624,428,498.34,262.51,63.56
2479,82.5507,13.423,500.68,264.01,847.00,300.00,-180.000,166.577,453,500.68,264.01,58.42
2480,82.5840,41.151,482.82,258.78,847.00,300.00,-180.000,138.849,454,482.82,258.78,27.66
2481,82.6173,14.079,500.65,263.87,847.00,300.00,-180.000,165.921,452,500.65,263.87,60.88
2482,82.6506,2.914,501.28,267.61,847.00,300.00,-180.000,-177.086,453,501.28,267.61,59.33
2483,82.6839,41.546,482.81,258.78,847.00,300.00,-180.000,138.454,447,482.81,258.78,27.65
2484,82.7172,41.546,482.81,258.78,847.00,299.50,-180.000,138.454,446,482.81,258.78,27.65
2485,82.7505,41.042,483.32,259.28,847.00,299.50,-180.000,138.958,432,483.32,259.28,26.25
2486,82.7838,17.121,496.88,263.26,847.00,299.50,-180.000,162.879,447,496.88,263.26,52.13
2487,82.8171,17.425,496.88,263.15,847.00,299.50,-180.000,162.575,447,496.88,263.15,52.14
2488,82.8504,17.441,496.89,263.13,847.00,299.50,-180.000,162.559,464,496.89,263.13,52.14
2489,82.8837,41.355,483.06,258.57,847.00,299.50,-180.000,138.645,467,483.06,258.57,26.24
2490,82.9170,44.234,481.57,256.97,847.00,299.50,-180.000,135.766,475,481.57,256.97,30.41
2491,82.9503,44.234,481.57,256.97,847.00,299.50,-180.000,135.766,475,481.57,256.97,30.41
2492,82.9836,42.405,482.53,257.61,847.00,299.50,-180.000,137.595,484,482.53,257.61,29.73
2493,83.0169,43.313,482.17,257.41,847.00,299.50,-180.000,136.687,484,482.17,257.41,29.00
2494,83.0502,43.533,482.19,257.38,847.00,299.50,-180.000,136.467,500,482.19,257.38,29.00
2495,83.0835,43.337,482.17,257.41,847.00,299.50,-180.000,136.663,500,482.17,257.41,29.00
2496,83.1168,43.337,482.17,257.41,847.00,299.50,-180.000,136.663,483,482.17,257.41,29.00
2497,83.1501,43.337,482.17,257.41,847.00,299.50,-180.000,136.663,483,482.17,257.41,29.00
2498,83.1834,18.689,495.72,262.75,847.00,299.50,-180.000,161.311,443,495.72,262.75,52.50
2499,83.2167,17.621,496.78,262.93,847.00,299.50,-180.000,162.379,442,496.78,262.93,54.36
2500,83.2500,43.057,482.56,257.54,847.00,299.50,-180.000,136.943,464,482.56,257.54,29.73
2501,83.2833,42.271,483.15,257.98,847.00,299.50,-180.000,137.729,464,483.15,257.98,31.14
2502,83.3166,16.700,499.19,263.02,847.00,299.50,-180.000,163.300,501,499.19,263.02,59.39
2503,83.3499,19.274,496.06,262.55,847.00,299.50,-180.000,160.726,499,496.06,262.55,53.80
2504,83.3832,42.750,482.34,257.75,847.00,299.50,-180.000,137.250,510,482.34,257.75,28.32
2505,83.4165,42.750,482.34,257.75,847.00,299.50,-180.000,137.250,507,482.34,257.75,28.32
2506,83.4498,20.096,495.87,262.33,847.00,299.50,-180.000,159.904,484,495.87,262.33,54.17
2507,83.4831,43.655,482.09,257.47,847.00,299.50,-180.000,136.345,475,482.09,257.47,29.00
2508,83.5164,42.639,482.54,257.58,847.00,299.50,-180.000,137.361,463,482.54,257.58,29.73
2509,83.5497,42.144,483.07,258.08,847.00,299.50,-180.000,137.856,478,483.07,258.08,31.14
2510,83.5830,17.718,497.75,262.98,847.00,299.50,-180.000,162.282,475,497.75,262.98,54.36
2511,83.6163,40.996,483.82,258.86,847.00,299.50,-180.000,139.004,478,483.82,258.86,29.07
2512,83.6496,40.603,483.78,258.93,847.00,299.50,-180.000,139.397,477,483.78,258.93,29.07
2513,83.6829,40.603,483.78,258.93,847.00,299.50,-180.000,139.397,477,483.78,258.93,29.07
2514,83.7162,43.132,482.45,257.65,847.00,299.50,-180.000,136.868,465,482.45,257.65,29.73
2515,83.7495,15.454,499.88,263.38,847.00,299.50,-180.000,164.546,468,499.88,263.38,58.07
2516,83.7828,42.868,482.72,258.38,847.00,300.00,-180.000,137.132,443,482.72,258.38,26.90
2517,83.8161,5.782,482.86,265.14,847.00,300.00,-180.000,-174.218,458,482.86,265.14,21.99
2518,83.8494,4.340,482.88,265.40,847.00,300.00,-180.000,-175.660,446,482.88,265.40,21.94
2519,83.8827,44.025,482.40,258.14,847.00,300.00,-180.000,135.975,424,482.40,258.14,29.00
2520,83.9160,44.025,482.40,258.14,847.00,300.00,-180.000,135.975,424,482.40,258.14,29.00
2521,83.9493,44.025,482.40,258.14,847.00,300.00,-180.000,135.975,424,482.40,258.14,29.00
2522,83.9826,42.891,482.76,258.34,847.00,300.00,-180.000,137.109,414,482.76,258.34,29.73
2523,84.0159,43.108,483.39,258.69,847.00,300.00,-180.000,136.892,425,483.39,258.69,28.32
2524,84.0492,45.427,482.90,258.07,847.00,300.00,-180.000,134.573,429,482.90,258.07,29.71
2525,84.0825,45.675,481.29,256.69,847.00,300.00,-180.000,134.325,429,481.29,256.69,29.70
2526,84.1158,45.675,481.29,256.69,847.00,300.00,-180.000,134.325,429,481.29,256.69,29.70
2527,84.1491,44.716,481.89,257.12,847.00,300.00,-180.000,135.284,440,481.89,257.12,31.11
2528,84.1824,18.551,496.71,262.83,847.00,299.50,-180.000,161.449,431,496.71,262.83,52.50
2529,84.2157,16.772,498.79,263.18,847.00,299.50,-180.000,163.228,426,498.79,263.18,58.72
2530,84.2490,16.772,498.79,263.18,847.00,299.50,-180.000,163.228,426,498.79,263.18,58.72
2531,84.2823,16.581,500.41,263.01,847.00,299.50,-180.000,163.419,429,500.41,263.01,62.82
2532,84.3156,17.926,497.23,262.97,847.00,299.50,-180.000,162.074,429,497.23,262.97,53.42
2533,84.3489,17.956,497.23,262.95,847.00,299.50,-180.000,162.044,441,497.23,262.95,53.42
2534,84.3822,43.549,483.00,258.06,847.00,299.50,-180.000,136.451,425,483.00,258.06,26.90
2535,84.4155,43.549,483.00,258.06,847.00,299.00,-180.000,136.451,422,483.00,258.06,26.90
2536,84.4488,43.549,483.00,258.06,847.00,299.00,-180.000,136.451,422,483.00,258.06,26.90
2537,84.4821,17.979,497.23,262.94,847.00,299.00,-180.000,162.021,412,497.23,262.94,53.42
2538,84.5154,19.254,497.53,262.63,847.00,299.00,-180.000,160.746,414,497.53,262.63,54.74
2539,84.5487,43.549,483.00,258.06,847.00,299.50,-180.000,136.451,412,483.00,258.06,26.90
2540,84.5820,44.067,482.91,258.13,847.00,299.50,-180.000,135.933,413,482.91,258.13,26.89
2541,84.6153,19.033,497.52,262.73,847.00,299.50,-180.000,160.967,415,497.52,262.73,54.73
2542,84.6486,19.033,497.52,262.73,847.00,299.50,-180.000,160.967,415,497.52,262.73,54.73
2543,84.6819,18.869,498.06,262.68,847.00,299.50,-180.000,161.131,429,498.06,262.68,55.67
2544,84.7152,18.869,498.06,262.68,847.00,299.50,-180.000,161.131,429,498.06,262.68,55.67
2545,84.7485,18.648,498.06,262.76,847.00,299.00,-180.000,161.352,455,498.06,262.76,55.67
2546,84.7818,19.897,496.99,262.54,847.00,299.50,-180.000,160.103,445,496.99,262.54,53.82
2547,84.8151,19.780,496.99,262.58,847.00,299.50,-180.000,160.220,429,496.99,262.58,53.82
2548,84.8484,16.796,500.15,263.14,847.00,300.00,-180.000,163.204,426,500.15,263.14,59.39
2549,84.8817,19.507,497.54,262.54,847.00,299.00,-180.000,160.493,441,497.54,262.54,54.75
2550,84.9150,19.507,497.54,262.54,847.00,299.00,-180.000,160.493,476,497.54,262.54,54.75
2551,84.9483,46.096,482.92,257.52,847.00,299.50,-180.000,133.904,481,482.92,257.52,27.59
2552,84.9816,46.096,482.92,257.52,847.00,299.50,-180.000,133.904,481,482.92,257.52,27.59
2553,85.0149,47.334,482.56,257.33,847.00,299.50,-180.000,132.666,487,482.56,257.33,26.91
2554,85.0482,42.615,483.42,257.68,847.00,299.00,-180.000,137.385,480,483.42,257.68,28.32
2555,85.0815,41.372,483.31,257.35,847.00,299.00,-180.000,138.628,489,483.31,257.35,30.48
2556,85.1148,15.165,500.40,263.40,847.00,299.00,-180.000,164.835,467,500.40,263.40,59.02
2557,85.1481,15.165,500.40,263.40,847.00,299.00,-180.000,164.835,482,500.40,263.40,59.02
2558,85.1814,15.551,500.37,263.35,847.00,299.00,-180.000,164.449,484,500.37,263.35,59.04
2559,85.2147,18.734,497.49,262.44,847.00,299.00,-180.000,161.266,450,497.49,262.44,56.94
2560,85.2480,18.433,498.01,262.46,847.00,298.50,-180.000,161.567,431,498.01,262.46,57.87
2561,85.2813,16.920,499.09,262.77,847.00,298.50,-180.000,163.080,445,499.09,262.77,59.69
2562,85.3146,17.180,499.10,262.66,847.00,298.50,-180.000,162.820,472,499.10,262.66,59.70
2563,85.3479,20.074,496.41,262.22,847.00,299.00,-180.000,159.926,463,496.41,262.22,55.11
2564,85.3812,44.038,482.82,257.22,847.00,299.00,-180.000,135.962,462,482.82,257.22,29.72
2565,85.4145,44.963,482.49,257.01,847.00,298.50,-180.000,135.037,451,482.49,257.01,28.99
2566,85.4478,15.823,499.95,262.48,847.00,298.50,-180.000,164.177,439,499.95,262.48,58.37
2567,85.4811,17.003,498.79,262.09,847.00,299.00,-180.000,162.997,452,498.79,262.09,58.74
2568,85.5144,16.612,499.42,262.31,847.00,299.00,-180.000,163.388,463,499.42,262.31,57.46
2569,85.5477,16.612,499.42,262.31,847.00,299.00,-180.000,163.388,466,499.42,262.31,57.46
2570,85.5810,16.612,499.42,262.31,847.00,299.00,-180.000,163.388,466,499.42,262.31,57.46
2571,85.6143,19.593,496.99,262.15,847.00,299.00,-180.000,160.407,461,496.99,262.15,56.03
2572,85.6476,19.593,496.99,262.15,847.00,299.00,-180.000,160.407,471,496.99,262.15,56.03
2573,85.6809,19.616,496.99,262.15,847.00,299.00,-180.000,160.384,477,496.99,262.15,56.03
2574,85.7142,19.616,496.99,262.15,847.00,299.00,-180.000,160.384,478,496.99,262.15,56.03
2575,85.7475,17.327,499.20,262.77,847.00,298.50,-180.000,162.673,468,499.20,262.77,57.51
2576,85.7808,18.121,498.56,262.43,847.00,299.00,-180.000,161.879,453,498.56,262.43,58.80
2577,85.8141,19.675,496.99,262.13,847.00,299.00,-180.000,160.325,477,496.99,262.13,56.03
2578,85.8474,19.675,496.99,262.13,847.00,299.00,-180.000,160.325,474,496.99,262.13,56.03
2579,85.8807,19.675,496.99,262.13,847.00,298.50,-180.000,160.325,472,496.99,262.13,56.03
2580,85.9140,19.626,496.98,262.16,847.00,298.50,-180.000,160.374,472,496.98,262.16,56.03
2581,85.9473,42.082,483.38,257.24,847.00,299.00,-180.000,137.918,477,483.38,257.24,30.47
2582,85.9806,42.082,483.38,257.24,847.00,299.00,-180.000,137.918,477,483.38,257.24,30.47
2583,86.0139,42.604,483.43,257.16,847.00,299.00,-180.000,137.396,471,483.43,257.16,30.47
2584,86.0472,43.221,483.02,257.04,847.00,299.00,-180.000,136.779,459,483.02,257.04,29.73
2585,86.0805,19.263,497.96,262.33,847.00,298.50,-180.000,160.737,462,497.96,262.33,56.02
2586,86.1138,17.062,498.90,263.21,847.00,298.50,-180.000,162.938,451,498.90,263.21,52.12
2587,86.1471,17.062,498.90,263.21,847.00,298.50,-180.000,162.938,450,498.90,263.21,52.12
2588,86.1804,41.841,483.91,257.72,847.00,298.50,-180.000,138.159,463,483.91,257.72,29.06
2589,86.2137,43.883,483.97,258.07,847.00,298.50,-180.000,136.117,456,483.97,258.07,29.72
2590,86.2470,43.883,483.97,258.07,847.00,298.50,-180.000,136.117,456,483.97,258.07,29.72
2591,86.2803,16.464,499.80,263.26,847.00,298.50,-180.000,163.536,431,499.80,263.26,56.21
2592,86.3136,17.548,499.76,263.00,847.00,298.50,-180.000,162.452,459,499.76,263.00,56.87
2593,86.3469,18.375,499.12,262.65,847.00,298.50,-180.000,161.625,458,499.12,262.65,58.18
2594,86.3802,18.191,499.12,262.71,847.00,298.50,-180.000,161.809,461,499.12,262.71,58.17
2595,86.4135,17.382,499.76,263.05,847.00,298.50,-180.000,162.618,460,499.76,263.05,56.85
2596,86.4468,44.536,483.55,257.97,847.00,298.50,-180.000,135.464,459,483.55,257.97,27.58
2597,86.4801,16.774,498.33,263.54,847.00,299.00,-180.000,163.226,470,498.33,263.54,51.15
2598,86.5134,19.596,496.83,262.60,847.00,299.00,-180.000,160.404,482,496.83,262.60,54.15
2599,86.5467,16.774,498.33,263.54,847.00,299.00,-180.000,163.226,480,498.33,263.54,51.15
2600,86.5800,44.235,483.40,258.13,847.00,299.00,-180.000,135.765,455,483.40,258.13,23.34
2601,86.6133,46.424,482.24,256.70,847.00,298.50,-180.000,133.576,451,482.24,256.70,26.86
2602,86.6466,43.103,483.52,257.58,847.00,298.50,-180.000,136.897,460,483.52,257.58,29.73
2603,86.6799,43.103,483.52,257.58,847.00,298.50,-180.000,136.897,460,483.52,257.58,29.73
2604,86.7132,43.103,483.52,257.58,847.00,298.50,-180.000,136.897,447,483.52,257.58,29.73
2605,86.7465,43.641,483.65,257.41,847.00,298.50,-180.000,136.359,446,483.65,257.41,29.72
2606,86.7798,43.421,483.57,257.51,847.00,298.50,-180.000,136.579,446,483.57,257.51,29.73
